name,brand,sku,category_hierarchy,url,price,unit_pack_size,availability,description,specifications,image_urls,alternative_products
Rubber dam clamp forceps - Ivory (Heraeus),Safco Dental,NDJLY,Rubber Dams & Clamps,https://www.safcodental.com/product/rubber-dam-clamp-forceps-ivory-heraeus,$116.49,,In Stock,"
Ivory&Acirc;&reg; Premium Rubber Dam Clamp Forceps meet the most demanding procedures and clinician needs.
The Ivory forceps are made from high grade stainless steel to ensure many years of use.
The forceps will reach around the bow of any clamp without tilting, which is especially important when reversing a clamp.
Available with Stainless Steel Handle.
",{},"https://www.safcodental.com/media/catalog/product/n/d/ndjly.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Dam Cool,Safco Dental,NDFAL,Rubber Dams & Clamps,https://www.safcodental.com/product/dam-cool,$45.49,,In Stock,"A light-cured flowable composite dam material that remains cool when cured.&nbsp; &nbsp;

Protect gingival during bleaching and air abrasion.
Blocks out undercuts for taking impressions.
Provides a resilient, non-brittle barrier.
Easily removed.
Made in the USA.
",{},"https://www.safcodental.com/media/catalog/product/n/d/ndfal.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Hygenic&reg; Ora-Shield&reg; dental dam napkins,Safco Dental,NDJCB,Rubber Dams & Clamps,https://www.safcodental.com/product/hygenic-reg-ora-shield-reg-dental-dam-napkins,$28.49,,In Stock,"Soft dental dam napkins serve as a barrier between dam and sensitive skin. Available to fit standard frame size, or larger size for use with strap-holder. Non-woven fabric absorbs water,&nbsp;perspiration, and saliva.",{},"https://www.safcodental.com/media/catalog/product/n/d/ndjcb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
HALYARD* Black Nitrile Exam Gloves,Safco Dental,DRCDL,Dental Exam Gloves,https://www.safcodental.com/product/halyard-black-nitrile,$8.29,,In Stock,"HALYARD* Black Nitrile Exam Gloves deliver dependable protection and professional performance for dental professionals. Perfect for clinical and hygiene procedures, these nitrile gloves provide excellent tactile sensitivity and a secure grip with textured fingertips for confident instrument handling. The sleek black color conceals stains, maintaining a clean, modern look in any dental setting. Each box contains 100 gloves in a SMARTPULL* Dispenser designed to reduce waste, improve efficiency, and save valuable operatory space.",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdl.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Bio Nitrile&reg;,Safco Dental,DRCDG,Dental Exam Gloves,https://www.safcodental.com/product/bio-nitrile-sup-reg-sup,$23.99,,In Stock,"BioNitrile gloves are made with advanced biodegradable materials that break down 90% in less than 1.5 years. This reduces permanent waste and means less greenhouse gas emissions.

Textured fingertip finish
Beaded cuff
Ambidextrous
Blue color
Thickness at palm 2.0 mils
Thickness at fingertip 2.2 mils
300 gloves per box (250 size XL)
Order 10 boxes to purchase a case.
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdg.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco Nitrilex Soothe,Safco Dental,DRCDJ,Dental Exam Gloves,https://www.safcodental.com/product/safco-nitrilex-soothe,$15.99,,In Stock,"Powder-free nitrile exam gloves.
Our reliably strong and thin nitrile glove, but now with a colloidal oatmeal coating. This is specifically formulated to lock in moisture, giving your skin a chance to rehydrate from handwashing. Designed to soften your skin and soothe itching, our anti-inflammatory properties make our Safco Nitrilex Soothe perfect for clinicians with dry skin, returning your hands to their natural PH balance.&nbsp;




Made in Malaysia


Textured fingertip finish




Beaded cuff


Non-chlorinated




Ambidextreous


Chemotherapy drug tested per ASTM D6978




Robin Egg Blue color


Moisturizing anti-irritant and anti-inflammatory colloidal oatmeal coated




Thickness: at palm 2.5 mils; at fingertip 3.3 mils




To purchase a full case, please order as qty of 10



",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
PowerForm Black,Safco Dental,DRCDD,Dental Exam Gloves,https://www.safcodental.com/product/powerform-black,$15.99,,In Stock,"Powder-free nitrile exam gloves.
Protect hands and the environment with a biodegradable single-use exam glove that combines performance, durability and tactile sensitivity for critical tasks. EcoTek&reg; Biodegradability Technology accelerates landfill breakdown without any performance loss.&nbsp;

Tear-resistant beaded cuff&nbsp;
Fully textured
Consistent thickness for greater dexterity and tactile sensitivity
Silicone-free for critical environments
Clean processing technology reduces potential skin irritation
Black color
5.0 mil. thickness
1.5 AQL exceeds laboratory standards
100 gloves per box
Order 10 boxes to purchase a case.
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdd.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Micro-Touch&reg; NitraFree&trade; Blue,Safco Dental,DRCCZ,Dental Exam Gloves,https://www.safcodental.com/product/micro-touch-reg-nitrafree-trade-blue,$19.99,,In Stock,"Powder-free nitrile exam gloves.
Comfortable and reliable protection with a low dermatits potential. Made without sulfur-based chemical accelerants for tactility and to help prevent allergic reactions.

Textured fingertip finish
Beaded cuff
Ambidextrous
Blue color
Thickness: at palm 2.8 mils; at fingertip 3.9 mils
200 gloves per box (X-large 180 gloves per box)
Order 10 boxes to purchase a case
Tested for use with chemotherapy drugs
",{},"https://www.safcodental.com/media/catalog/product/d/r/drccz.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
TrueForm,Safco Dental,DRCDC,Dental Exam Gloves,https://www.safcodental.com/product/trueform,$12.99,,In Stock,"SW Safety TrueForm Exam Glove TF-95RB 3.1 MIL&nbsp;in&nbsp;Royal Blue. Medical grade glove with textured fingertips and reinforced palm. Perfect for dental, medical applications as well as veterinarian and dairy.&nbsp;",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Crave&trade;,Safco Dental,DRCCA,Dental Exam Gloves,https://www.safcodental.com/product/crave-trade,$19.49,,In Stock,"Powder-free nitrile exam glove with lanolin and Vitamin E.

Textured fingertip finish
Beaded cuff
Non-chlorinated
Ambidextrous
Blue color
Vitamin E and lanolin coated
Thickness: at palm 3.5 mils; at fingertip 3.8 mils
200 gloves per box
Order 10 boxes&nbsp;to purchase a case
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcca_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Black Maxx&reg;,Safco Dental,DRCDI,Dental Exam Gloves,https://www.safcodental.com/product/black-maxx-sup-reg-sup,$24.99,,In Stock,"Powder-free nitrile exam gloves.
Proprietary inner coating helps gloves glide on damp hands easily.

Textured fingertip finish
Beaded cuff
Ambidextrous
Black color
Polymer coated
Thickness: at palm 2.8 mils; at fingertip 3.9 mils
Order 10 boxes to purchase a case
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Micro-Touch&reg; NitraFree&trade; Pink,Safco Dental,DRCDA,Dental Exam Gloves,https://www.safcodental.com/product/micro-touch-reg-nitrafree-trade-pink,$15.99,,In Stock,"Powder-free nitrile exam gloves.
Made from a durable and soft nitrile formulation manufactured without chemical accelerators, helping to protect the user from allergies.

Textured fingertip finish
Beaded cuff
Ambidextrous
Pink color
Thickness: at palm 3.1 mils; at fingertip 5.5 mils
100 gloves per box
Order 10 boxes to purchase a case
Tested for use with chemotherapy drugs
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcda.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
GloveUp&reg;,Safco Dental,DRCDH,Dental Exam Gloves,https://www.safcodental.com/product/gloveup-sup-reg-sup,$30.99,,In Stock,"Powder-free nitrile exam gloves.

Textured fingertip finish
Beaded cuff
Ambidextrous
Cobalt color
Thickness: at palm 1.9 mils; at fingertip 3.1 mils
Order 10 boxes to purchase a case
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Dash Alasta® PRO with Glide Assist™ Nitrile Exam Gloves,Safco Dental,DRCDK,Dental Exam Gloves,https://www.safcodental.com/product/alasta-pro,$23.49,,In Stock,"Make glove changes faster and easier with Alasta® PRO nitrile dental exam gloves, featuring innovative Glide Assist™ technology that helps you slide into gloves effortlessly — even with damp hands. Designed for dental professionals, the Soft Fit™ formulation provides a comfortable, form-fitting feel that enhances dexterity during procedures.
The professional medical blue color offers a clean, clinical look that complements any operatory setting. Alasta® PRO gloves are fentanyl-tested and chemo-approved, ensuring trusted protection for use in high-risk or clinical dental environments.
Each box contains 200 premium nitrile gloves, offering exceptional value and efficiency for busy dental practices.",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Quantum Blue,Safco Dental,DRCDE,Dental Exam Gloves,https://www.safcodental.com/product/quantum-blue,$8.59,,In Stock,"Powder-free nitrile exam gloves.
The soft and stretchy formulation of the Quantum Blue Nitrile Exam Glove provides for an exceptional fit and feel. Nonstick interior makes donning a breeze, even with damp hands. Micro-textured outer surface allows superior gripping of instruments. The super soft and stretchy formulation mimics the fit and feel of latex. Quantum Blue exam gloves are highly puncture and chemical resistant.

Super soft and stretchy
Non-stick inner surface
Fit: Ambidextrous
4.0 MIL thick
Length: 9.5""
Beaded cuff
Micro-textured outer surface
Color: Vibrant blue
Industries: Dental, veterinarian, mortuary, cleaning, tattoo
Case Pack: 100 gloves per box, 10 boxes per case

Formerly called Cobalt Blue",{},"https://www.safcodental.com/media/catalog/product/d/r/drcde.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Microflex&reg; Midknight&trade; Touch,Safco Dental,DRCDB,Dental Exam Gloves,https://www.safcodental.com/product/microflex-reg-midknight-trade-touch,$8.99,,In Stock,"Powder-free nitrile exam gloves.

ERGOFORM technology reduces muscle strain and improves comfort
Textured fingertip finish
Beaded cuff
Ambidextrous
Black color
Thickness: at palm 2.8 mils; at fingertip 4.3 mils
100 gloves per box
Order 10 boxes to purchase a case
",{},"https://www.safcodental.com/media/catalog/product/d/r/drcdb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Safco Nitrilex Black,Safco Dental,DRCCX,Dental Exam Gloves,https://www.safcodental.com/product/safco-nitrilex-black,$13.29,,In Stock,"Important Note: Due to a manufacturing delay, Size Small is currently unavailable. We anticipate inventory arriving in late February.
Powder-free nitrile exam gloves.
Our strongest and thinnest nitrile glove yet. Designed to preserve the sensitivity you have come to expect from the Nitrilex line of gloves.

Textured fingertip finish
Beaded cuff
Non-chlorinated
Ambidextreous
Black color
Polymer coated for easy donning
Thickness: at palm 2.0 mils; at fingertip 2.3 mils
200 gloves per box
Order 10 boxes to purchase a case
",{},"https://www.safcodental.com/media/catalog/product/d/r/drccx.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
CARBON&reg; Air,Safco Dental,DRCCY,Dental Exam Gloves,https://www.safcodental.com/product/carbon-reg-air,$23.79,,In Stock,"Powder-free nitrile exam gloves.
Exceptionally strong and flexible formulation prevents tearing, especially while donning.

Textured fingertip finish
Beaded cuff
Ambidextrous
Black
Thickness: at palm 2.0mils; at fingertips 2.7mils
300 gloves per box (250 for x-large)
Order 10 boxes to purchase a case
",{},"https://www.safcodental.com/media/catalog/product/d/r/drccy_2.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
